contract_id,customer_id,industry,company_size,managed_service_plan,support_plan,contract_term_months,tenure_months,renewal_count,cloud_cost_30d,cost_growth_3m,budget_variance_pct,commitment_utilization_rate,usage_change_3m,idle_resource_ratio,downtime_minutes_90d,unresolved_ticket_rate,avg_resolution_hours,days_since_last_qbr,annual_contract_value,renewal_churn
CUST_02192_C3,CUST_02192,IT/소프트웨어,5-49인,Basic,Priority,12,58,2,2409144,-0.0375,0.58,0.679,-0.0301,0.223,133,0.1905,19.24,62.0,30355214,0
CUST_02193_C1,CUST_02193,의료/헬스케어,5-49인,Basic,Standard,12,10,0,2432157,-0.0067,2.54,0.7725,-0.0036,0.1875,101,0.0,48.21,123.0,29185884,0
CUST_02194_C1,CUST_02194,IT/소프트웨어,5-49인,Basic,Standard,36,34,0,1478047,0.001,3.41,0.8236,-0.0896,0.2298,86,0.0833,85.53,305.0,17736564,0
CUST_02194_C2,CUST_02194,IT/소프트웨어,5-49인,Basic,Priority,12,46,1,1649252,0.0209,-5.15,0.8084,-0.1734,0.1537,99,0.0769,21.42,61.0,20780575,0
CUST_02194_C3,CUST_02194,IT/소프트웨어,5-49인,Basic,Priority,12,58,2,1970506,-0.0052,-0.62,0.761,-0.0326,0.158,132,0.0,21.93,61.0,24828376,0
CUST_02195_C1,CUST_02195,제조업,5-49인,Basic,Priority,12,10,0,1962954,0.068,-0.52,0.7851,0.1843,0.1645,91,0.125,20.14,62.0,24733220,0
CUST_02195_C2,CUST_02195,제조업,5-49인,Basic,Standard,12,22,1,2261397,0.0165,0.58,0.7711,-0.125,0.1691,95,0.3333,65.3,123.0,27136764,0
CUST_02196_C1,CUST_02196,IT/소프트웨어,5-49인,Basic,Enterprise,24,22,0,2895322,0.0535,13.55,0.6416,0.1174,0.2119,101,0.0,6.97,28.0,39955444,0
CUST_02197_C1,CUST_02197,의료/헬스케어,5-49인,Basic,Standard,12,10,0,5282881,-0.0265,-1.62,0.6887,-0.0357,0.2471,133,0.2667,51.79,,63394572,0
CUST_02197_C2,CUST_02197,의료/헬스케어,5-49인,Basic,Standard,12,22,1,5834232,-0.0354,1.82,0.679,-0.0596,0.2682,128,0.1786,53.65,123.0,70010784,0
CUST_02198_C1,CUST_02198,의료/헬스케어,50-299인,Basic,Priority,24,22,0,6463741,0.0218,13.37,0.6877,-0.0533,0.2301,144,0.0435,20.39,304.0,81443137,0
CUST_02199_C1,CUST_02199,유통/커머스,50-299인,Standard,Priority,24,22,0,40086356,-0.0252,12.38,0.5383,-0.0599,0.2872,132,0.1429,28.88,183.0,555596894,1
CUST_02200_C1,CUST_02200,제조업,5-49인,Basic,Standard,24,22,0,2595748,-0.0188,11.46,0.648,0.026,0.224,114,0.1667,72.16,122.0,31148976,0
CUST_02200_C2,CUST_02200,제조업,5-49인,Basic,Standard,24,46,1,2820189,0.0215,9.83,0.7054,-0.0513,0.2346,108,0.1667,52.13,122.0,33842268,0
CUST_02201_C1,CUST_02201,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,2062991,0.017,10.63,0.6847,-0.0079,0.2505,120,0.1,78.87,122.0,24755892,1
CUST_02202_C1,CUST_02202,기타서비스업,5-49인,Standard,Standard,36,34,0,2949661,0.0749,14.04,0.7487,0.0257,0.2012,64,0.1579,55.81,122.0,38935525,0
CUST_02202_C2,CUST_02202,기타서비스업,5-49인,Standard,Enterprise,12,46,1,2919401,0.0321,5.3,0.7415,-0.0959,0.1979,60,0.0,7.46,122.0,44316507,0
CUST_02202_C3,CUST_02202,기타서비스업,5-49인,Standard,Enterprise,12,58,2,1974047,-0.0257,0.08,0.7438,-0.0179,0.1547,69,0.0,8.55,30.0,29966033,0
CUST_02203_C1,CUST_02203,의료/헬스케어,5-49인,Standard,Priority,36,34,0,3557193,-0.0203,8.93,0.6475,-0.0691,0.1684,67,0.2857,25.08,61.0,49302695,0
CUST_02204_C1,CUST_02204,기타서비스업,50-299인,Standard,Standard,12,10,0,18643807,0.0248,3.55,0.743,0.0296,0.1469,67,0.1111,38.51,,246098252,0
CUST_02205_C1,CUST_02205,의료/헬스케어,50-299인,Standard,Priority,12,10,0,13539326,0.1015,3.98,0.7524,-0.0403,0.1924,57,0.1333,21.02,59.0,187655058,0
CUST_02206_C1,CUST_02206,제조업,5-49인,Basic,Standard,12,10,0,1726010,0.0286,1.49,0.7989,-0.0729,0.1678,97,0.2308,41.4,,20712120,0
CUST_02207_C1,CUST_02207,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,3788436,0.0367,16.43,0.5754,0.0831,0.2823,147,0.2778,83.78,123.0,45461232,1
CUST_02208_C1,CUST_02208,유통/커머스,5-49인,Standard,Priority,12,10,0,4535293,-0.0159,7.21,0.6083,-0.0317,0.268,98,0.15,26.31,184.0,62859161,0
CUST_02208_C2,CUST_02208,유통/커머스,5-49인,Standard,Enterprise,24,34,1,4438044,-0.0301,5.71,0.6214,0.0217,0.2941,75,0.087,7.4,122.0,67369508,0
CUST_02208_C3,CUST_02208,유통/커머스,5-49인,Standard,Priority,12,46,2,5395941,0.0325,6.81,0.752,-0.0384,0.2336,57,0.0476,23.27,61.0,74787742,0
CUST_02209_C1,CUST_02209,유통/커머스,300인이상,Premium,Enterprise,24,22,0,78184544,-0.0001,8.44,0.6782,-0.0354,0.2459,37,0.0952,6.27,31.0,1348683384,0
CUST_02209_C2,CUST_02209,유통/커머스,300인이상,Premium,Enterprise,36,58,1,71964811,-0.0238,17.22,0.6976,-0.0256,0.303,39,0.0,5.38,31.0,1241392990,0
CUST_02210_C1,CUST_02210,물류/운송,5-49인,Basic,Standard,12,10,0,4158833,0.032,6.75,0.7558,-0.0065,0.185,89,0.0909,46.96,,49905996,0
CUST_02210_C2,CUST_02210,물류/운송,5-49인,Basic,Standard,12,22,1,3855522,-0.0156,-3.6,0.7683,-0.0218,0.1704,109,0.1333,65.05,305.0,46266264,0
CUST_02211_C1,CUST_02211,금융/보험,5-49인,Basic,Enterprise,24,22,0,3935212,-0.0338,24.42,0.6195,-0.0702,0.2993,165,0.04,6.83,30.0,54305926,0
CUST_02212_C1,CUST_02212,금융/보험,50-299인,Basic,Standard,12,10,0,6002727,-0.031,1.16,0.7308,-0.0363,0.1698,104,0.1875,39.55,120.0,72032724,0
CUST_02213_C1,CUST_02213,기타서비스업,5-49인,Standard,Priority,12,10,0,4793747,0.0315,0.66,0.7481,0.1697,0.1165,38,0.0,17.63,61.0,66441333,0
CUST_02214_C1,CUST_02214,제조업,300인이상,Premium,Enterprise,36,34,0,80356582,0.0109,14.81,0.6846,0.0154,0.2536,45,0.0,7.24,121.0,1386151040,0
CUST_02215_C1,CUST_02215,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,3894261,0.0219,7.66,0.7122,-0.1373,0.2323,120,0.1667,63.65,122.0,46731132,0
CUST_02216_C1,CUST_02216,기타서비스업,5-49인,Basic,Standard,24,22,0,3357879,0.0028,16.24,0.6532,0.0997,0.2645,183,0.2632,45.76,304.0,40294548,1
CUST_02217_C1,CUST_02217,IT/소프트웨어,5-49인,Basic,Standard,36,34,0,12435604,0.0546,25.76,0.5962,0.0938,0.3406,191,0.2308,54.29,120.0,149227248,1
CUST_02218_C1,CUST_02218,유통/커머스,5-49인,Basic,Priority,12,10,0,2052842,0.0334,7.6,0.7382,0.051,0.2041,116,0.0625,22.77,61.0,25865809,0
CUST_02218_C2,CUST_02218,유통/커머스,5-49인,Basic,Standard,24,34,1,1345375,0.0819,7.63,0.6667,0.0543,0.2771,148,0.25,70.2,122.0,16144500,0
CUST_02218_C3,CUST_02218,유통/커머스,5-49인,Basic,Standard,12,46,2,1320949,0.0098,5.12,0.7327,0.0147,0.2409,133,0.0625,42.49,307.0,15851388,0
CUST_02219_C1,CUST_02219,유통/커머스,5-49인,Premium,Enterprise,12,10,0,1172510,-0.0029,6.57,0.6831,-0.086,0.3064,51,0.1538,5.72,30.0,20225798,0
CUST_02219_C2,CUST_02219,유통/커머스,5-49인,Premium,Enterprise,24,34,1,1537181,-0.0108,7.72,0.7016,0.0172,0.1893,29,0.0714,7.25,122.0,26516372,0
CUST_02219_C3,CUST_02219,유통/커머스,5-49인,Premium,Enterprise,12,46,2,2029369,0.0582,12.43,0.7199,-0.0428,0.1879,35,0.0,6.6,30.0,35006615,0
CUST_02220_C1,CUST_02220,유통/커머스,50-299인,Standard,Standard,12,10,0,21049976,-0.0362,7.29,0.6868,-0.0417,0.2339,107,0.1739,57.43,122.0,277859683,1
CUST_02221_C1,CUST_02221,금융/보험,5-49인,Standard,Priority,12,10,0,2975857,0.0044,2.96,0.6821,0.0427,0.2016,69,0.2727,25.49,61.0,41245378,0
CUST_02221_C2,CUST_02221,금융/보험,5-49인,Standard,Priority,12,22,1,3707973,0.0242,0.21,0.6665,0.0025,0.2015,47,0.0,20.61,61.0,51392506,0
CUST_02221_C3,CUST_02221,금융/보험,5-49인,Standard,Priority,12,34,2,4350090,0.0308,8.3,0.6886,0.0384,0.2145,74,0.0588,19.46,61.0,60292247,0
CUST_02222_C1,CUST_02222,제조업,5-49인,Basic,Standard,12,10,0,6236672,-0.0112,5.91,0.6639,-0.0262,0.2938,153,0.1765,37.45,123.0,74840064,0
CUST_02222_C2,CUST_02222,제조업,5-49인,Basic,Standard,12,23,1,6280810,0.0196,13.95,0.65,-0.028,0.2229,163,0.15,52.52,123.0,75369720,0
CUST_02222_C3,CUST_02222,제조업,5-49인,Basic,Standard,12,35,2,6459784,-0.0426,0.75,0.6656,0.0471,0.3065,134,0.3,50.83,123.0,77517408,1
CUST_02223_C1,CUST_02223,IT/소프트웨어,50-299인,Standard,Standard,12,10,0,28641269,-0.0226,1.37,0.6809,-0.0589,0.2424,82,0.0556,69.97,,378064751,0
CUST_02224_C1,CUST_02224,제조업,5-49인,Basic,Priority,12,10,0,2345545,-0.0249,-0.91,0.7278,-0.0095,0.2288,94,0.0625,16.55,59.0,29553867,0
CUST_02224_C2,CUST_02224,제조업,5-49인,Basic,Standard,12,22,1,2428530,0.0718,7.98,0.6625,-0.0892,0.2608,176,0.1765,56.16,120.0,29142360,1
CUST_02225_C1,CUST_02225,제조업,5-49인,Basic,Standard,12,10,0,5698298,0.028,19.25,0.677,0.0028,0.2719,189,0.2917,55.91,120.0,68379576,1
CUST_02226_C1,CUST_02226,물류/운송,50-299인,Standard,Enterprise,12,10,0,22668913,0.0242,-1.01,0.8276,0.0496,0.14,50,0.0,5.98,31.0,344114099,0
CUST_02226_C2,CUST_02226,물류/운송,50-299인,Standard,Standard,24,35,1,31468540,-0.0184,10.1,0.8145,0.0959,0.198,51,0.0909,69.48,123.0,415384728,0
CUST_02227_C1,CUST_02227,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,5312655,-0.0581,8.34,0.7181,0.1183,0.2942,172,0.24,62.07,,63751860,0
CUST_02227_C2,CUST_02227,IT/소프트웨어,5-49인,Basic,Standard,12,23,1,4909071,0.0427,-3.57,0.7673,0.0646,0.2216,121,0.2857,50.9,123.0,58908852,0
CUST_02228_C1,CUST_02228,IT/소프트웨어,5-49인,Basic,Priority,12,10,0,4968940,0.0039,-3.28,0.7965,-0.0286,0.22,107,0.0833,21.93,62.0,62608644,0
CUST_02228_C2,CUST_02228,IT/소프트웨어,5-49인,Basic,Standard,12,22,1,3710751,0.0175,3.49,0.7483,-0.0641,0.1933,149,0.1429,70.01,123.0,44529012,0
CUST_02228_C3,CUST_02228,IT/소프트웨어,5-49인,Basic,Standard,12,34,2,3461581,-0.0091,0.34,0.7137,-0.0355,0.1968,102,0.1765,60.82,123.0,41538972,0
CUST_02229_C1,CUST_02229,물류/운송,5-49인,Basic,Standard,24,22,0,4412989,-0.0156,14.32,0.6994,0.1624,0.2762,166,0.0,88.6,121.0,52955868,0
CUST_02229_C2,CUST_02229,물류/운송,5-49인,Basic,Priority,12,34,1,5228187,0.0288,11.14,0.5941,0.0073,0.2622,168,0.2222,28.51,59.0,65875156,0
CUST_02229_C3,CUST_02229,물류/운송,5-49인,Basic,Standard,12,46,2,4732400,-0.045,-3.62,0.7317,0.075,0.2189,106,0.3,42.99,120.0,56788800,0
CUST_02230_C1,CUST_02230,IT/소프트웨어,5-49인,Basic,Priority,12,10,0,2934850,0.1173,4.44,0.7637,0.0529,0.1427,117,0.1,19.77,61.0,36979110,0
CUST_02231_C1,CUST_02231,유통/커머스,50-299인,Basic,Standard,12,10,0,13117457,0.0466,10.69,0.7392,-0.0143,0.2604,106,0.0,60.12,122.0,157409484,0
CUST_02232_C1,CUST_02232,유통/커머스,5-49인,Basic,Priority,12,10,0,3450436,0.0178,4.14,0.7407,-0.0555,0.2414,143,0.1818,31.64,61.0,43475494,1
CUST_02233_C1,CUST_02233,유통/커머스,5-49인,Standard,Enterprise,12,10,0,2272289,0.0144,2.46,0.6934,-0.1172,0.2561,69,0.0,8.45,30.0,34493347,0
CUST_02234_C1,CUST_02234,제조업,50-299인,Basic,Priority,24,22,0,8247734,0.0391,13.19,0.7747,-0.0401,0.2079,133,0.1538,23.31,61.0,103921448,1
CUST_02235_C1,CUST_02235,유통/커머스,5-49인,Basic,Standard,36,34,0,1998046,0.0171,5.66,0.737,-0.0467,0.1973,145,0.1333,48.75,304.0,23976552,0
CUST_02235_C2,CUST_02235,유통/커머스,5-49인,Basic,Standard,12,46,1,1378569,0.0021,-3.55,0.7098,-0.0961,0.191,113,0.1111,50.67,122.0,16542828,0
CUST_02236_C1,CUST_02236,유통/커머스,5-49인,Standard,Priority,12,10,0,8075614,-0.0376,5.76,0.6969,0.0402,0.2327,56,0.0833,17.25,61.0,111928010,0
CUST_02237_C1,CUST_02237,제조업,5-49인,Premium,Priority,36,34,0,2069364,-0.0014,2.09,0.8102,-0.1025,0.0968,15,0.0,19.12,61.0,32592483,0
CUST_02237_C2,CUST_02237,제조업,5-49인,Premium,Priority,24,59,1,1459120,-0.0497,-13.38,0.7342,0.0832,0.1945,13,0.0526,26.09,61.0,22981140,0
CUST_02238_C1,CUST_02238,IT/소프트웨어,50-299인,Premium,Enterprise,12,10,0,16179840,-0.007,1.78,0.6869,0.095,0.1957,37,0.0,5.78,31.0,279102240,0
CUST_02238_C2,CUST_02238,IT/소프트웨어,50-299인,Premium,Enterprise,24,34,1,17178119,-0.0869,3.4,0.753,0.1755,0.1835,20,0.0,9.15,31.0,296322553,0
CUST_02238_C3,CUST_02238,IT/소프트웨어,50-299인,Premium,Enterprise,12,46,2,18908935,-0.0247,8.23,0.7216,-0.04,0.2165,38,0.0714,5.99,31.0,326179129,0
CUST_02239_C1,CUST_02239,제조업,5-49인,Standard,Priority,24,22,0,2478927,0.0378,12.02,0.6676,0.0594,0.1701,54,0.1176,28.65,183.0,34357928,0
CUST_02239_C2,CUST_02239,제조업,5-49인,Standard,Enterprise,12,34,1,2626572,-0.0389,3.32,0.784,0.0378,0.2434,63,0.2222,8.96,30.0,39871363,0
CUST_02239_C3,CUST_02239,제조업,5-49인,Standard,Standard,24,58,2,3117169,-0.0776,8.83,0.7202,0.0165,0.1203,54,0.2667,52.72,122.0,41146631,0
CUST_02240_C1,CUST_02240,금융/보험,5-49인,Standard,Priority,24,22,0,3383591,0.0141,5.78,0.7024,-0.1056,0.2746,72,0.125,21.99,62.0,46896571,0
CUST_02240_C2,CUST_02240,금융/보험,5-49인,Standard,Standard,12,34,1,2355412,0.0286,5.93,0.7096,0.0012,0.1895,69,0.2273,47.58,123.0,31091438,0
CUST_02240_C3,CUST_02240,금융/보험,5-49인,Standard,Standard,12,46,2,2733646,0.0056,1.65,0.7801,0.1689,0.2129,63,0.2,74.55,123.0,36084127,0
CUST_02241_C1,CUST_02241,IT/소프트웨어,5-49인,Premium,Enterprise,12,10,0,4303206,0.008,2.82,0.7467,-0.0434,0.206,34,0.0,5.65,122.0,74230304,0
CUST_02242_C1,CUST_02242,제조업,5-49인,Basic,Standard,36,34,0,3836580,-0.0255,17.31,0.6138,0.0759,0.2815,209,0.28,42.74,305.0,46038960,1
CUST_02243_C1,CUST_02243,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,4602579,0.019,11.1,0.6198,0.0344,0.2628,93,0.0526,23.4,182.0,63791745,0
CUST_02244_C1,CUST_02244,물류/운송,5-49인,Basic,Standard,12,10,0,3284881,0.0104,12.39,0.6349,0.0341,0.2513,123,0.0625,41.31,122.0,39418572,0
CUST_02245_C1,CUST_02245,유통/커머스,5-49인,Basic,Priority,12,10,0,3059159,0.002,3.0,0.626,0.0135,0.2319,143,0.0556,23.68,181.0,38545403,0
CUST_02246_C1,CUST_02246,물류/운송,300인이상,Standard,Priority,36,34,0,35053848,0.0348,7.87,0.6942,0.0242,0.1685,69,0.0,17.14,61.0,485846333,0
CUST_02247_C1,CUST_02247,제조업,5-49인,Standard,Enterprise,24,22,0,1429401,0.0075,8.36,0.7134,-0.0434,0.2546,77,0.0,6.47,30.0,21698307,0
CUST_02248_C1,CUST_02248,IT/소프트웨어,50-299인,Standard,Enterprise,12,10,0,28819746,-0.005,7.38,0.6754,-0.1085,0.2626,60,0.1111,7.02,214.0,437483744,0
CUST_02248_C2,CUST_02248,IT/소프트웨어,50-299인,Standard,Enterprise,12,22,1,18297271,0.0041,0.55,0.6902,-0.0786,0.2506,66,0.1111,5.4,31.0,277752574,0
CUST_02249_C1,CUST_02249,유통/커머스,300인이상,Premium,Enterprise,24,22,0,117842041,0.0531,13.79,0.7805,0.0646,0.2141,18,0.0833,6.3,122.0,2032775207,0
CUST_02249_C2,CUST_02249,유통/커머스,300인이상,Premium,Standard,24,46,1,148858450,-0.0081,1.01,0.8305,0.0429,0.16,26,0.1875,57.2,122.0,2232876750,0
CUST_02249_C3,CUST_02249,유통/커머스,300인이상,Premium,Enterprise,24,70,2,153079046,0.013,6.65,0.6675,0.0908,0.2343,24,0.0,5.33,122.0,2640613544,0
CUST_02250_C1,CUST_02250,IT/소프트웨어,50-299인,Standard,Priority,36,34,0,28484754,0.0814,25.21,0.6585,-0.0732,0.2225,70,0.0625,23.15,183.0,394798690,0
CUST_02250_C2,CUST_02250,IT/소프트웨어,50-299인,Standard,Priority,12,46,1,24898114,-0.022,1.56,0.7198,0.1606,0.2134,63,0.1818,20.36,59.0,345087860,0
CUST_02251_C1,CUST_02251,금융/보험,50-299인,Standard,Priority,24,22,0,11819141,-0.0353,6.3,0.6563,0.0302,0.2584,54,0.1818,22.28,60.0,163813294,0
CUST_02252_C1,CUST_02252,제조업,50-299인,Standard,Enterprise,12,10,0,3870959,-0.0493,7.61,0.6471,-0.0225,0.2709,87,0.2353,6.5,28.0,58761158,1
CUST_02253_C1,CUST_02253,금융/보험,5-49인,Basic,Standard,24,22,0,1919968,0.0181,10.78,0.7147,0.0733,0.2812,121,0.2353,65.62,123.0,23039616,1
CUST_02254_C1,CUST_02254,유통/커머스,5-49인,Basic,Standard,24,22,0,6030245,-0.044,10.23,0.6499,-0.0337,0.2877,203,0.2609,50.31,122.0,72362940,1
CUST_02255_C1,CUST_02255,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,1711851,-0.0215,-6.39,0.8511,0.0579,0.1035,73,0.0,65.36,304.0,20542212,0
CUST_02256_C1,CUST_02256,금융/보험,5-49인,Basic,Priority,12,10,0,3595112,0.011,-5.95,0.8684,-0.01,0.1193,70,0.0,22.07,61.0,45298411,0
CUST_02257_C1,CUST_02257,제조업,5-49인,Basic,Priority,12,10,0,1754604,-0.0174,5.12,0.8104,-0.0408,0.2024,73,0.0,22.25,181.0,22108010,0
CUST_02257_C2,CUST_02257,제조업,5-49인,Basic,Standard,12,22,1,1603599,0.0258,0.53,0.6691,0.0169,0.219,96,0.1667,60.77,305.0,19243188,0
CUST_02258_C1,CUST_02258,의료/헬스케어,5-49인,Basic,Priority,12,10,0,6826667,0.0042,16.71,0.6711,-0.0069,0.2841,167,0.1,20.89,59.0,86016004,1
CUST_02259_C1,CUST_02259,IT/소프트웨어,5-49인,Basic,Enterprise,12,10,0,1214178,0.0392,11.64,0.6033,-0.0366,0.2695,148,0.0,7.16,30.0,16755656,0
CUST_02259_C2,CUST_02259,IT/소프트웨어,5-49인,Basic,Enterprise,12,22,1,1209756,-0.0088,10.82,0.6859,-0.0205,0.2598,165,0.0526,6.38,30.0,16694633,0
CUST_02259_C3,CUST_02259,IT/소프트웨어,5-49인,Basic,Priority,12,34,2,1202879,-0.011,1.96,0.7542,-0.0365,0.2424,102,0.0,17.88,181.0,15156275,0
CUST_02260_C1,CUST_02260,기타서비스업,5-49인,Basic,Standard,24,22,0,3829157,0.0455,6.51,0.7422,0.0331,0.1396,120,0.2,57.21,123.0,45949884,0
CUST_02261_C1,CUST_02261,금융/보험,5-49인,Basic,Priority,12,10,0,3354335,0.0407,10.78,0.6649,-0.0491,0.277,172,0.1304,25.54,59.0,42264621,0
CUST_02262_C1,CUST_02262,IT/소프트웨어,5-49인,Premium,Enterprise,24,22,0,4383118,-0.0422,6.6,0.7575,0.0364,0.1918,22,0.0,6.66,30.0,75608786,0
CUST_02262_C2,CUST_02262,IT/소프트웨어,5-49인,Premium,Enterprise,12,34,1,5014958,-0.015,0.46,0.7486,0.0475,0.2098,22,0.0625,6.39,122.0,86508026,0
CUST_02262_C3,CUST_02262,IT/소프트웨어,5-49인,Premium,Priority,12,46,2,4473715,-0.0144,-4.03,0.7667,0.1326,0.1887,27,0.1053,23.34,61.0,70461011,0
CUST_02263_C1,CUST_02263,제조업,5-49인,Standard,Enterprise,24,22,0,14677633,0.0016,9.29,0.8214,0.0041,0.1635,65,0.0,6.85,30.0,222806469,0
CUST_02264_C1,CUST_02264,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,2461225,-0.0288,-2.35,0.6317,0.0885,0.2696,139,0.0556,50.09,122.0,29534700,0
CUST_02264_C2,CUST_02264,IT/소프트웨어,5-49인,Basic,Standard,12,22,1,2576691,-0.0256,6.26,0.6853,0.1541,0.1932,131,0.3125,65.61,304.0,30920292,0
CUST_02265_C1,CUST_02265,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,3556613,-0.0166,14.03,0.686,-0.045,0.2509,157,0.1724,60.78,122.0,42679356,1
CUST_02266_C1,CUST_02266,기타서비스업,300인이상,Premium,Enterprise,36,34,0,152345424,-0.0108,10.55,0.7618,-0.0567,0.1663,35,0.0,7.42,31.0,2627958564,0
CUST_02266_C2,CUST_02266,기타서비스업,300인이상,Premium,Priority,36,70,1,178822414,0.0722,12.86,0.6911,-0.0516,0.2375,33,0.2143,21.55,62.0,2816453020,0
CUST_02267_C1,CUST_02267,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,2981020,0.065,12.77,0.8637,-0.0413,0.1783,78,0.0,68.49,122.0,35772240,0
CUST_02268_C1,CUST_02268,IT/소프트웨어,50-299인,Standard,Priority,24,22,0,12506752,0.0086,3.93,0.7723,-0.0456,0.22,74,0.0,20.56,61.0,173343583,0
CUST_02269_C1,CUST_02269,기타서비스업,5-49인,Basic,Priority,12,10,0,2472469,0.0783,21.29,0.6583,0.011,0.2935,161,0.1739,20.12,61.0,31153109,1
CUST_02270_C1,CUST_02270,유통/커머스,5-49인,Basic,Standard,12,10,0,3084262,-0.0107,-1.17,0.7307,-0.0333,0.2389,113,0.1,44.67,121.0,37011144,0
CUST_02271_C1,CUST_02271,제조업,5-49인,Basic,Standard,24,22,0,5381809,-0.0001,-0.58,0.7497,-0.108,0.1856,80,0.0625,57.21,123.0,64581708,0
CUST_02271_C2,CUST_02271,제조업,5-49인,Basic,Priority,12,34,1,5524212,0.0342,-2.93,0.7364,-0.047,0.1727,103,0.1429,31.42,61.0,69605071,0
CUST_02272_C1,CUST_02272,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,2282237,-0.0244,8.31,0.7088,0.024,0.2103,118,0.2308,43.77,122.0,27386844,0
CUST_02273_C1,CUST_02273,IT/소프트웨어,50-299인,Premium,Priority,24,22,0,13411332,-0.0255,4.7,0.7575,0.0749,0.2255,40,0.1,28.16,59.0,211228479,0
CUST_02273_C2,CUST_02273,IT/소프트웨어,50-299인,Premium,Enterprise,12,34,1,14755130,0.0873,7.59,0.7453,-0.114,0.2105,30,0.0,5.38,31.0,254525992,0
CUST_02273_C3,CUST_02273,IT/소프트웨어,50-299인,Premium,Enterprise,24,58,2,14084661,0.0665,11.29,0.7663,0.0708,0.2183,27,0.0,6.4,31.0,242960402,0
CUST_02274_C1,CUST_02274,기타서비스업,5-49인,Basic,Priority,12,10,0,2985832,0.0913,0.86,0.8558,-0.0669,0.152,71,0.0,22.42,62.0,37621483,0
CUST_02275_C1,CUST_02275,금융/보험,5-49인,Basic,Priority,12,10,0,3374681,-0.007,6.23,0.6947,0.1006,0.2874,146,0.0625,22.43,61.0,42520981,0
CUST_02276_C1,CUST_02276,제조업,5-49인,Basic,Standard,24,22,0,6281372,0.0349,7.08,0.727,0.0065,0.1633,105,0.1818,54.21,122.0,75376464,0
CUST_02277_C1,CUST_02277,물류/운송,5-49인,Basic,Standard,24,22,0,1156871,-0.0075,7.19,0.7551,0.0583,0.2093,110,0.125,57.07,122.0,13882452,0
CUST_02278_C1,CUST_02278,의료/헬스케어,5-49인,Basic,Priority,36,34,0,1338956,-0.0522,6.08,0.8265,-0.0785,0.2161,85,0.0,19.5,61.0,16870846,0
CUST_02279_C1,CUST_02279,의료/헬스케어,5-49인,Basic,Standard,12,10,0,5450288,0.0387,7.65,0.6396,-0.1192,0.3464,171,0.3333,75.73,,65403456,1
CUST_02280_C1,CUST_02280,의료/헬스케어,5-49인,Basic,Standard,24,22,0,4037516,0.0301,14.38,0.7527,-0.0365,0.2381,145,0.1875,53.17,122.0,48450192,0
CUST_02280_C2,CUST_02280,의료/헬스케어,5-49인,Basic,Standard,24,46,1,3197183,0.0159,9.02,0.7428,-0.1484,0.2414,144,0.0769,83.58,122.0,38366196,0
CUST_02280_C3,CUST_02280,의료/헬스케어,5-49인,Basic,Enterprise,24,70,2,3344909,0.0251,3.85,0.6823,-0.0896,0.2645,144,0.0455,5.71,30.0,46159744,0
CUST_02281_C1,CUST_02281,제조업,5-49인,Standard,Standard,12,10,0,5746268,-0.01,8.62,0.7188,0.0134,0.3112,105,0.1739,47.77,,75850738,1
CUST_02282_C1,CUST_02282,물류/운송,50-299인,Standard,Standard,24,22,0,77247452,0.0716,12.24,0.6712,0.0761,0.2463,77,0.1304,63.55,120.0,1019666366,0
CUST_02282_C2,CUST_02282,물류/운송,50-299인,Standard,Standard,24,46,1,88781658,0.1101,21.65,0.6641,-0.0914,0.2302,87,0.1765,57.86,304.0,1171917886,0
CUST_02282_C3,CUST_02282,물류/운송,50-299인,Standard,Priority,36,82,2,87752998,0.0189,17.08,0.7298,0.0318,0.2406,89,0.0588,20.99,61.0,1216256552,0
CUST_02283_C1,CUST_02283,IT/소프트웨어,50-299인,Basic,Standard,12,10,0,10669474,0.0295,17.08,0.6445,-0.0622,0.2002,138,0.1667,46.54,121.0,128033688,1
CUST_02284_C1,CUST_02284,기타서비스업,300인이상,Premium,Enterprise,36,34,0,166663266,-0.0334,9.82,0.8213,0.0547,0.2064,25,0.0,7.24,31.0,2874941338,0
CUST_02285_C1,CUST_02285,유통/커머스,5-49인,Basic,Standard,24,22,0,1247409,-0.0431,4.13,0.7927,0.0761,0.2152,99,0.2222,43.87,304.0,14968908,0
CUST_02286_C1,CUST_02286,IT/소프트웨어,50-299인,Basic,Standard,12,10,0,9271002,0.0397,6.57,0.7225,0.0563,0.1687,108,0.2727,67.21,122.0,111252024,1
CUST_02287_C1,CUST_02287,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,2433794,0.0137,-2.64,0.763,0.0181,0.1575,117,0.1538,80.86,,29205528,0
